post date	Summary and Description	post number
2023-10-02T19:30:57Z	"2022 w mt1 p4 I get that since  delivery-weight takes two variables we would need to account for the second variable v, however, I don&#39;t understand why we would have to add v into the answer expression for (empty? lop) (...)

(@template-origin ListOfPackage)
(@template (define (delivery-weight v lop)   (cond [(empty? lop) (... v)]         [else          (... v               (fn-for-pkg (first lop))               (delivery-weight v (rest lop)))])))"	628
2023-10-02T19:11:20Z	If i want something in my data defintion to If I want something in my data definition to be any number greater than 1. Should I say it is a number but put the constraint as greater than zero or should I say it is a natural?	627
2023-10-02T19:09:35Z	"simplification 
(define (fn-for-floo f)
  (cond [(and (string? f) (string=? f &#34;N/A&#34;)) (...)]
        [(number? f) (... f)]
        [else
         (... (powder-a f)
              (fn-for-floo (powder-b f)))]))


can this not be simplified to this 


(define (fn-for-floo f)
  (cond [(string? f) (...)]
        [(number? f) (... f)]
        [else
          (... (powder-a f)
               (fn-for-floo(powder-b f)))]))
"	626
2023-10-02T18:50:28Z	"Why? Capture.PNG
why would F be a function call expression and not an operand?"	625
2023-10-02T18:13:08Z	2021 mt1-p4 Hi, I’m confused about the signature result type in this question. It shows on solution that (ListOfImage Number -&gt; Natural), but shouldn’t it be number because natural does not include 0 but 0 appears in one of the check-expect.	623
2023-10-02T17:08:12Z	"Naturals: Parlor Trick Hi, I&#39;m a bit confused about the styling conventions in the parlor trick on the edX video. More specifically, I&#39;m wondering the following:
Why is NATURAL all caps? It&#39;s not only a data definition but it&#39;s not necessarily a constant because the glossary states: &#34;A constant is named value defined using define.&#34;Why are the primitives that operate on NATURAL all caps (along with the HtDF function)? These are, to my knowledge, functions because they satisfy the following criteria listed in the glossary: Name, 1&#43; parameter(s), and body
Thank you!"	621
2023-10-02T16:36:33Z	Class on Oct 4? Since the Midterm starts at 7 pm on Oct 4, will there be a lecture with new content/clicker or is it for MT review? I checked the schedule but it only had the MT listed that day so I was unsure.	618
2023-10-02T19:25:44Z	"Mt1 P2 2023 (@problem 1) ;do not edit or delete this line
(@problem 2) ;do not edit or delete this line

(@htdf email-address)
(@signature String String String -&gt; String)
;; produce first character of first, &#34;_&#34;, last and hostname appended together
;; CONSTRAINT: first, last, and hostname are not empty strings

(check-expect (email-address &#34;shiv&#34; &#34;roy&#34; &#34;@waystar.com&#34;) &#34;s_roy@waystar.com&#34;)
(check-expect (email-address &#34;greg&#34; &#34;hirsch&#34; &#34;@mail.com&#34;) &#34;g_hirsch@mail.com&#34;)

;(define (email-address s i) &#34;&#34;) ;stub

(@template-origin String)

(@template
 (define (email-address first last hostname)
   (... first last hostname)))

(define (email-address first last hostname)
  (string-append (substring first 0 1)
                 &#34;_&#34;
                 last
                 hostname))


This is the code from the mt1 p2 solution from 2023 summer. I am wondering why is it (@template-origin String). Doesn&#39;t @template-origin take in the first part of the Signature? I might be wrong on this point...

The Signature says we take in 3 strings so should the template-origin be 
(@template-origin String String String) instead?

Could somebody explain to me the reason why it is (@template-origin String) not (@template-origin String String String)

Thanks!"	616
2023-10-02T10:41:05Z	"My code work and got 100 on autograder, but solution file is different This is the p6 of the 2020s1 mt1.
First one is my file and the second one is the solution file.
When I submit it, I get 100 and it works.
If it is real test, where do I lost my mark?



(@htdf count)
(@signature ListOfPhone String Natural -&gt; Natural)
; produce number of phones in list of given brand anad less than given price
(check-expect (count empty &#34;a&#34; 0) 0)
(check-expect (count (cons P6 empty) &#34;Google&#34; 1200) 1)
(check-expect (count (cons P2 empty) &#34;Samsung&#34; 100) 0)
(check-expect (count (cons P3 empty) &#34;Google&#34; 100) 0)
(check-expect (count (cons P1 (cons P2 empty)) &#34;Apple&#34; 1050) 1)
(check-expect (count (cons P1
                           (cons (make-phone &#34;Galaxy Pro&#34; &#34;Samsung&#34; 100)
                                 empty)) &#34;Samsung&#34; 1000)
              2)
(check-expect (count (cons P3
                           (cons (make-phone &#34;A&#34; &#34;Google&#34; 100)
                                 (cons (make-phone &#34;B&#34; &#34;Google&#34; 300) empty)))
                     &#34;Google&#34;
                     5000)
              3)

;(define (count lop b p) 0) ;stub

(@template-origin ListOfPhone)
(@template
 (define (count lop b p)
   (cond [(empty? lop) (...)]
         [else
          (... (fn-for-phone (first lop))
               (fn-for-lop (rest lop)))])))

(define (count lop b p)
  (cond [(empty? lop) 0]
        [else
         (&#43; (brand-and-price? (first lop) b p)
            (count (rest lop) b p))]))


(@htdf brand-and-price?)
(@signature Phone String Natural -&gt; Natural)
;; produce 1 if phone has same brand as string and less price than natural
(check-expect (brand-and-price? (make-phone &#34;A&#34; &#34;Samsung&#34; 100) &#34;Google&#34; 50) 0)
(check-expect (brand-and-price? (make-phone &#34;B&#34; &#34;Google&#34; 1060) &#34;Google&#34; 500) 0)
(check-expect (brand-and-price? (make-phone &#34;C&#34; &#34;Apple&#34; 20) &#34;Google&#34; 50) 0)
(check-expect (brand-and-price? (make-phone &#34;D&#34; &#34;Google&#34; 10) &#34;Google&#34; 150) 1)
(check-expect (brand-and-price? (make-phone &#34;E&#34; &#34;Apple&#34; 600) &#34;Google&#34; 600) 0)
(check-expect (brand-and-price? (make-phone &#34;E&#34; &#34;Google&#34; 100) &#34;Google&#34; 100) 0)

;(define (brand-and-price? p b pr) 0) ;stub

(@template-origin Phone)
(@template
 (define (brand-and-price? p b pr)
   (... (phone-name p)
        (phone-brand p)
        (phone-price p))))

(define (brand-and-price? p b pr)
  (if (and (string=? b (phone-brand p))
           (&lt; (phone-price p) pr))
      1
      0))


 ^^^ my file ^^^^   /// v v v solution file v v v



(@htdf count)
(@signature ListOfPhone String Natural -&gt; Natural)
;; produce the count of phones in lop from brand br that cost less than price

(define LOP3 (cons P5 (cons P4 (cons P3 (cons P2 (cons P1 empty))))))

(check-expect (count empty &#34;Google&#34;  500)  0)
(check-expect (count LOP3  &#34;Samsung&#34; 500)  0)
(check-expect (count LOP3  &#34;Samsung&#34; 1000) 1)
(check-expect (count LOP3  &#34;Apple&#34;   1500) 2)
(check-expect (count LOP3  &#34;Nokia&#34;   500)  0)

;(define (count lop br pr) 0) ;stub

(@template-origin ListOfPhone)

(@template
 (define (count lop s n)
   (cond [(empty? lop) (...)]
         [else
          (... (fn-for-phone (first lop))
               (count (rest lop))
               s
               n)])))

(define (count lop br pr)
  (cond [(empty? lop) 0]
        [else
         (if (match-brand-and-price? (first lop) br pr)
             (&#43; 1 (count (rest lop) br pr))
             (count (rest lop) br pr))]))



(@htdf match-brand-and-price?)
(@signature Phone String Natural -&gt; Boolean)
;; produce true if the phone&#39;s brand is br and it costs less than pr
(check-expect (match-brand-and-price? P3 &#34;Google&#34; 500) false)
(check-expect (match-brand-and-price? P4 &#34;Samsung&#34; 1200) false)
(check-expect (match-brand-and-price? P4 &#34;Samsung&#34; 1250) true)

;(define (match-brand-and-price? p br pr) false) ;stub

(@template-origin Phone)

(@template
 (define (match-brand-and-price? p s n)
   (... (phone-name p)
        (phone-brand p)
        (phone-price p)
        s
        n)))

(define (match-brand-and-price? p br pr)
  (and (string=? (phone-brand p) br)
       (&lt; (phone-price p) pr)))

"	615
2023-10-03T00:06:47Z	"why we don&#39;t need guard (string? gs) here? Why don&#39;t we need a guard (string? gs) here


"	614
2023-10-02T09:25:22Z	"mutual-reference and natural mutual recursion on 2021s1 mt1 p3 Hello, I found this kind of question on the problem 3 of 2021s1 mt1,
I don&#39;t think I have a note about mutual-reference and natural mutual recursion.
Should we study it? Am I missing something?

By the way, the solution did not have MR and NMR.


 In the ARROW constants below you must replace every &#34;???&#34; string with
 one of the following strings to indicate what kind of arrow the label
 marks:
    &#34;R&#34;    for reference
    &#34;SR&#34;   for self-reference
    &#34;MR&#34;   for mutual-reference
    &#34;NH&#34;   for natural helper
    &#34;NR&#34;   for natural recursion
    &#34;NMR&#34;  for natural mutual recursion

|#


(define ARROW-A &#34;R&#34;)
(define ARROW-B &#34;R&#34;)
(define ARROW-C &#34;R&#34;)
(define ARROW-D &#34;R&#34;)
(define ARROW-E &#34;SR&#34;)
(define ARROW-F &#34;SR&#34;)
(define ARROW-G &#34;NH&#34;)
(define ARROW-H &#34;NH&#34;)
(define ARROW-I &#34;NH&#34;)
(define ARROW-J &#34;NH&#34;)
(define ARROW-K &#34;NR&#34;)
(define ARROW-L &#34;NR&#34;)"	613
2023-10-02T19:07:23Z	"Why do we not check if a list is empty before calling the function recursively? I understand that there are a number of cases where this is not necessary (most of the ones we have seen thus far), but there are cases where it would be helpful, such as problem bank Self-Ref P5 (with a function named &#34;largest&#34; which is meant to return the largest number in a list), in which there is the constraint that the numbers must be larger than zero. If we ensured that the rest of the list contains elements (isn&#39;t empty) before calling the function recursively (or if we checked that the consumed list isn&#39;t empty before calling a separate recursive function), the constraint would not be necessary. Is there a reason that this is not done in this solution, or is it just that we have not yet had any problems where such a solution is completely necessary?

Here is the function from the solution file of the mentioned problem bank question:

(define (largest lon)
  (cond [(empty? lon) 0]
        [else
         (if (&gt; (first lon) (largest (rest lon)))
             (first lon)
             (largest (rest lon)))]))"	612
2023-10-02T07:47:13Z	"why did we put (@htdw ListOfEgg)? Just curiosity.
I always put (@htdw Ball) (@htdw Position) or something.
Is there no problem whether I put the list in htdw tag? like (@htdw ListOfEgg)?


;;  Yoshi Eggs
(@htdw ListOfEgg)

;; Constants:
(@problem 1)
(define WIDTH 400)
(define HEIGHT 600)"	611
2023-10-02T07:26:31Z	"why do we put &#39;ref&#39; here? 2021 s1 mt1 p2 can you explain why we should put &#39;ref&#39; here?


(@htdd Order)
(define-struct pkg (cost status size))
;; Order is one of:
;; - false
;; - (make-pkg Natural Status Natural)
;; interp. an order for a shipping company
;; false means the order has been cancelled

(@dd-template-rules one-of
                    atomic-distinct
                    compound
                    ref)"	610
2023-10-02T07:02:22Z	Dr. Racket Crashes with new MacOS Sonoma update Is anyone facing issues such as bugs or crashes with racket after the new MacOS update?	609
2023-10-02T07:02:11Z	"mt1-2023s-p5 These are the data definitions: 

(@htdd Flight)
(define-struct flight (ori des cap loa))
;; Flight is (make-flight String String Natural Natural)

;; interp. A flight, with (ori)gin country,
;;         (des)tination country,
;;         (cap)acity or max number of passengers,
;;         and (loa)d or number of passengers on the flight.

(define F1 (make-flight &#34;Canada&#34; &#34;Denmark&#34; 90 70))
(define F2 (make-flight &#34;Canada&#34; &#34;Canada&#34;  120 100))
(define F3 (make-flight &#34;Brazil&#34; &#34;Canada&#34;  250 180))

(@dd-template-rules compound
                    ref)

(define (fn-for-flight f)
  (... (flight-ori f)
       (flight-des f)
       (flight-cap f)
       (flight-loa f)))

(@htdd ListOfFlight)
;; ListOfFlight is one of:
;; - empty
;; - (cons Flight ListOfFlight)
;; interp. a list of flights

(define LOF1 empty)
(define LOF2 (cons F2 (cons F3 empty)))

(@dd-template-rules one-of
                    atomic-distinct
                    compound
                    ref
                    self-ref)

(define (fn-for-lof lof)
  (cond [(empty? lof) (...)]
        [else
         (... (fn-for-flight (first lof))
              (fn-for-lof (rest lof)))]))


This is the solution to the main function: 


(@htdf unprofitable-flights)
(@signature ListOfFlight -&gt; Natural)
;; produce number of flights w/ origin =/= desination and load/capacity &lt; 0.8

(check-expect (unprofitable-flights empty) 0)
(check-expect (unprofitable-flights (cons F1 (cons F2 empty))) 1)
(check-expect (unprofitable-flights (cons F3 (cons F1 (cons F2 empty)))) 2)

;(define (unprofitable-flights lof) 0) ; stub

(@template-origin ListOfFlight)

(@template
 (define (unprofitable-flights lof)
   (cond [(empty? lof) (...)]
         [else
          (... (fn-for-flight (first lof))
               (unprofitable-flights min (rest lof)))])))

(define (unprofitable-flights lof)
  (cond [(empty? lof) 0]
        [else
         (if (unprofitable-flight? (first lof))
             (add1 (unprofitable-flights (rest lof)))
             (unprofitable-flights (rest lof)))]))



why is there &#34;min&#34; in the last line of (@template (define ...))"	608
2023-10-02T06:03:50Z	"Order of dd template rules (@dd-template-rules one-of          ;4 subclasses                    atomic-distinct ;&#34;none&#34;                    atomic-distinct ;&#34;error&#34;                    compound        ;(make-b-one Integer Bar)                    self-ref        ;(b-one-b b) is Bar                    compound        ;(make-b-two Integer Integer Bar)                    self-ref)       ;(b-two-b b) is Bar
This is the order provided by the answer key. I put my self-ref&#39;s together at the end. Would this be considered wrong?"	606
2023-10-02T05:57:19Z	"Do we have to use else at the end of cond? (define (fn-for-gift g)  (cond [(outfit? g) (... (outfit-size g) (outfit-designer g))]        [(and (string? g) (string=? g &#34;Dinner&#34;)) (...)]        [(number? g) (... g)]))

in this code for example, do we have to end the cond expression with else? or is it possible not to simplify it and write it like the example above? "	605
2023-10-02T05:43:31Z	"2019 W2 M1 question Problem 1 from 2019 w2 m1.

(foo (string-append &#34;cat&#34; &#34;sings&#34;) 4)   
(foo &#34;catsings&#34; 4)
(cond [(and (&gt; (string-length &#34;catsings&#34;) LEN) (&lt; 4 LEN)) 4]        [(&lt; b LEN) (sqr b)]        [else 0]))
(cond [(and (&gt; 8 LEN) (&lt; 4 LEN)) 4]        [(&lt; b LEN) (sqr b)]        [else 0]))
(cond [(and (&gt; 8 10) (&lt; 4 LEN)) 4]        [(&lt; b LEN) (sqr b)]        [else 0])
(cond [(and false (&lt; 4 LEN)) 4]        [(&lt; b LEN) (sqr b)]        [else 0])
[else 0]
0

is it correct to substitute LEN with its actual value only when needed?
"	604
2023-10-02T05:41:01Z	"2022 W1 M1 Q2 In this question, shouldn&#39;t the parameter for main and big bang be v instead of s? When I change dit autogravder marked it wrong.


(@htdd Vega)

(define-struct vega (l dl r))
;; Vega is (make-vega Natural Integer Natural)
;; interp. the side-length of the vega star
;;         the size velocity in pixels/tick
;;         the rotation angle in degrees
;; CONSTRAINT: the side-length is in [MIN-SIZE, MAX-SIZE]

(define V1 (make-vega MIN-SIZE 1  20))
(define V2 (make-vega MAX-SIZE -2 90))

(@dd-template-rules compound) ;3 fields

(define (fn-for-vega v)
  (... (vega-l  v)
       (vega-dl v)
       (vega-r  v)))

;; =================
;; Functions:

(@htdf main)
(@signature Vega -&gt; Vega)
;; start the world with (main V1)
;; no tests for htdw-main template

(@template-origin htdw-main)

;; no @template for htdw-main template

(define (main s)
  (big-bang s                    ;Vega
    (on-tick tock)               ;Vega -&gt; Vega
    (to-draw render)             ;Vega -&gt; Image
    (on-key  change-velocity)))  ;Vega KeyEvent -&gt; Vega


(@htdf tock)
(@signature Vega -&gt; Vega)
;; add SPIN-SPEED to r, dl to l; if l hits MAX/MIN-SIZE change direction of dl

(check-expect (tock (make-vega MIN-SIZE 1 10))
              (make-vega (&#43; MIN-SIZE 1) 1 (&#43; SPIN-SPEED 10)))

(check-expect (tock (make-vega MIN-SIZE -1 20))
              (make-vega MIN-SIZE 1 (&#43; SPIN-SPEED 20)))

(check-expect (tock (make-vega (&#43; MIN-SIZE 2) -1 8))
              (make-vega (- (&#43; MIN-SIZE 2) 1) -1 (&#43; SPIN-SPEED 8)))

(check-expect (tock (make-vega (&#43; MIN-SIZE 2) -2 20)) 
              (make-vega (- (&#43; MIN-SIZE 2) 2) 2 (&#43; SPIN-SPEED 20)))

(check-expect (tock (make-vega 40 3 14))
              (make-vega (&#43; 40 3) 3 (&#43; SPIN-SPEED 14)))

(check-expect (tock (make-vega MAX-SIZE -1 20))
              (make-vega (- MAX-SIZE 1) -1 (&#43; SPIN-SPEED 20)))

(check-expect (tock (make-vega (- MAX-SIZE 4) 3 20))
              (make-vega (- MAX-SIZE 1) 3 (&#43; SPIN-SPEED 20)))

(check-expect (tock (make-vega (- MAX-SIZE 2) 2 33))
              (make-vega MAX-SIZE -2 (&#43; SPIN-SPEED 33)))

(check-expect (tock (make-vega MAX-SIZE 1 20))
              (make-vega MAX-SIZE -1 (&#43; SPIN-SPEED 20)))


;(define (tock v) v)

(@template-origin Vega)

(@template
 (define (tock v)
   (... (vega-l  v)
        (vega-dl v)
        (vega-r  v))))
 
(define (tock v)
  (cond [(&gt;= (&#43; (vega-l v) (vega-dl v)) MAX-SIZE)
         (make-vega MAX-SIZE
                    (- (vega-dl v))
                    (&#43; (vega-r v) SPIN-SPEED))]
        [(&lt;= (&#43; (vega-l v) (vega-dl v)) MIN-SIZE)
         (make-vega MIN-SIZE  
                    (- (vega-dl v))
                    (&#43; (vega-r v) SPIN-SPEED))]
        [else
         (make-vega (&#43; (vega-l v) (vega-dl v))
                    (vega-dl v)
                    (&#43; (vega-r v) SPIN-SPEED))]))

"	603
2023-10-02T05:35:59Z	"2023 smt1 p1 It says that:

BOX-B should be &#34;constant&#34; and only used once: &#34;operand&#34; is incorrect. 
However, I don&#39;t believe that I see constant as an example to be used for this question.."	602
2023-10-02T05:18:06Z	"2023S MT1 Q5 Data Definition Where is the reference rule used in the Flight data definition?


(@htdd Flight)
(define-struct flight (ori des cap loa))
;; Flight is (make-flight String String Natural Natural)

;; interp. A flight, with (ori)gin country,
;;         (des)tination country,
;;         (cap)acity or max number of passengers,
;;         and (loa)d or number of passengers on the flight.

(define F1 (make-flight &#34;Canada&#34; &#34;Denmark&#34; 90 70))
(define F2 (make-flight &#34;Canada&#34; &#34;Canada&#34;  120 100))
(define F3 (make-flight &#34;Brazil&#34; &#34;Canada&#34;  250 180))

(@dd-template-rules compound
                    ref)

(define (fn-for-flight f)
  (... (flight-ori f)
       (flight-des f)
       (flight-cap f)
       (flight-loa f)))"	601
2023-10-02T04:52:18Z	"Confused about this code Hi! I&#39;m trying to do problem 3 on mt2 2023 and I am very confused about the solution code for (fn-for-team t):
(define (agents-of-the-month a0 n team)  (local [(define (fn-for-agent a)            (if (and (&gt;= (agent-n-missions a) n)                     (fn-for-team (agent-team a)))                (cons (agent-name a) (fn-for-loa (agent-subs a)))                (fn-for-loa (agent-subs a))))
          (define (fn-for-loa loa)            (cond [(empty? loa) empty]                  [else                   (append (fn-for-agent (first loa))                           (fn-for-loa (rest loa)))]))
          (define (fn-for-team t)            (cond [(string=? t &#34;RED&#34;) (string=? team &#34;RED&#34;)]                  [(string=? t &#34;BLUE&#34;) (string=? team &#34;BLUE&#34;)]))]    (fn-for-agent a0)))
Why are (string=? team &#34;RED&#34;) and (string=? team &#34;BLUE&#34;) the answer to the questions in the cond? Isn&#39;t this repeating the question since we have already checked whether or not the string is equal to &#34;RED&#34; or &#34;BLUE&#34;? I&#39;m having trouble understanding this part :("	599
2023-10-02T04:15:29Z	Practice Midterm Q4 resolved.	597
2023-10-02T03:30:45Z	"Why is this considered an operand and not an argument? This is from 2023 m2 practice exam. Why is this not considered an argument? Isn&#39;t an operand an expression that needs to be evaluated? Here, the string does not need to be evaluated and can be directly passed into the function right?
"	596
2023-10-02T03:26:41Z	Why is this not an if statement? This is from m2 2023 practice exam. Why is this not called an if statement? 	595
2023-10-02T02:51:46Z	"2020W2 MT1 Q2 question Hi, I just solved this question but I want to make sure. I think I forgot something

I don&#39;t know why I lose a mark when I put (and (number? f) (&lt; 1 f) (&gt; 100 f)) instead of (number? f)
this is the solution file.

(@htdd Foo)
;; Foo is one of:
;;  - Number
;;  - &#34;x&#34;
;;  - &#34;y&#34;
;;  - &#34;z&#34;
;;  - Boolean
;; interp. ...
;;         If a Number is in [1, 100]

(@dd-template-rules one-of              ;5 cases
      atomic-non-distinct ;Number
      atomic-distinct     ;&#34;x&#34;
      atomic-distinct     ;&#34;y&#34;
      atomic-distinct     ;&#34;z&#34;
      atomic-non-distinct);Boolean


(define (fn-for-foo f)
  (cond [(number? f) (... f)]
        [(and (string? f) (string=? f &#34;x&#34;)) (...)]
        [(and (string? f) (string=? f &#34;y&#34;)) (...)]
        [(string? f)                        (...)]
        [else (... f)]))

#;
(define (fn-for-foo f)
  (cond [(number? f) (... f)]
        [(and (string? f) (string=? f &#34;x&#34;)) (...)]
        [(and (string? f) (string=? f &#34;y&#34;)) (...)]
        [(and (string? f) (string=? f &#34;z&#34;)) (...)]
        [else (... f)]))
when there is an interval constraint in itemization, we don&#39;t put interval checking in the cond.
Could you explain the reason why?

Also, sometimes I see the starters that don&#39;t check the constraint as a boundary case of check-expect.
Why don&#39;t we check constraint as a check-expect? (I think I saw the piazza post about it before, but I couldn&#39;t find it...)

Thank you"	594
2023-10-02T02:31:11Z	"What does &#34;Except when using the large enumeration rule...&#34; mean? I am reading the design recipes page about large enumerations and it says this: 
I am a little confused about what &#34;Except when using the large enumeration rule all cond question/answer pairs must be preserved.&#34; means. Does this mean that when doing large enumerations, the cond question/answer pairs can be changed/removed/edited at all? "	593
2023-10-02T01:43:40Z	"2023 s mt1 p2 The following is the solution to MT1 p2 2023 summer. I wanted to ask why are there 2 parameters in stub and not 3?

(@problem 1) ;do not edit or delete this line
(@problem 2) ;do not edit or delete this line

(@htdf email-address)
(@signature String String String -&gt; String)
;; produce first character of first, &#34;_&#34;, last and hostname appended together
;; CONSTRAINT: first, last, and hostname are not empty strings

(check-expect (email-address &#34;shiv&#34; &#34;roy&#34; &#34;@waystar.com&#34;) &#34;s_roy@waystar.com&#34;)
(check-expect (email-address &#34;greg&#34; &#34;hirsch&#34; &#34;@mail.com&#34;) &#34;g_hirsch@mail.com&#34;)

;(define (email-address s i) &#34;&#34;) ;stub

(@template-origin String)

(@template
 (define (email-address first last hostname)
   (... first last hostname)))

(define (email-address first last hostname)
  (string-append (substring first 0 1)
                 &#34;_&#34;
                 last
                 hostname))

"	592
2023-10-02T00:59:22Z	"Checking element that is not the last in a list requirement On the design recipes page — in relation to testing for self-referential functions — it states that:

If the function has conditional behaviour be sure that all branches of the behaviour are tested at an element that is not the last in the list.


I was wondering why this is the case, and why it does not specify that we should test behaviour at an element that is not the first in the list. Is this perhaps a misconception on my part of what the last element in a list is?"	591
2023-10-02T00:26:22Z	"Why should we use place-image/align here? Hello, I&#39;m working on &#39;growing grass&#39; of the problem bank
my function is to work well.
But in the solution file, I don&#39;t get why I should use &#39;place-image/align ... &#34;center&#34; &#34;bottom&#34; ...&#39; here.
I thought (grass-x g) and GRASS-Y (which is HEIHGT so it&#39;s already on the bottom)

this is what the solution file is saying. Is there any specific reason that we should use &#39;align&#39;?

(@htdf place-grass)
(@signature Grass -&gt; Image)
;; place the grass at grass-x, GRASS-Y with height grass-h
(check-expect (place-grass (make-grass 1 20))
              (place-image/align (rectangle GRASS-WIDTH 20 &#34;solid&#34; GRASS-COLOR)
                                 1 GRASS-Y
                                 &#34;center&#34; &#34;bottom&#34;
                                 MTS))

;(define (place-grass g) MTS)   ;stub

(@template-origin Grass)

(@template
 (define (place-grass g)
   (... (grass-x g)
        (grass-h g))))

(define (place-grass g)
  (place-image/align (rectangle GRASS-WIDTH
                                (grass-h g)
                                &#34;solid&#34;
                                GRASS-COLOR)
                     (grass-x g) GRASS-Y
                     &#34;center&#34; &#34;bottom&#34;
                     MTS))
"	590
2023-10-01T23:30:46Z	"Helper functions I am a little confused on when to use a helper and when to not. I understand that if we have a self ref and ref, ref becomes the natural helper. 
I also understand that if we need to use more than one selectors, we need a helper.

Are there any other scenarios when we use helper functions? Do we only use helpers in world programs? What about when we just have a self-ref or ref in a program?

Thank you!"	588
2023-10-01T21:20:45Z	"error in Dr racket 
I am getting this error in Dr Racket. I tried force quitting but it is not workin. What should i do about it?"	584
2023-10-01T19:22:04Z	"Question Regarding 2022 WT1 MT1 Q2 The problem involves fixing an HTDW code. I made no revisions to the change-velocity on-key function but I received the following message: Template intact (cond questions not altered): incorrect


I revised the template as follows:

(define (change-velocity v ke)
   (cond [(key=? ke &#34;up&#34;)
          (... v ke)]
         [(key=? ke &#34;down&#34;)
          (... v ke)]
         [else
          (... v ke)]))
I also have a feeling that the following would be acceptable, but I didn&#39;t apply this because that would mean I would have to completely change the function definition (which needs no change in order for the code to run properly):

(define (change-velocity v ke)
   (cond [(key=? ke &#34;up&#34;)
          (... v ke)]
         [(key=? ke &#34;down&#34;)
          (... v ke)]
         [(key=? ke &#34;r&#34;)
          (... v ke)]
         [else
          (... v ke)]))
Edit: I have a feeling I should remove all the &#39;ke&#39; in the cond answers."	582
2023-10-01T17:12:29Z	"Question Regarding Use of Helper Functions When Counting Number of Items in a List Let&#39;s say we had the following data definitions and wanted to determine the number of flights in ListOfFlight:

(@htdd Flight)
(define-struct flight (ori des cap loa))
;; Flight is (make-flight String String Natural Natural)

;; interp. A flight, with (ori)gin country,
;;         (des)tination country,
;;         (cap)acity or max number of passengers,
;;         and (loa)d or number of passengers on the flight.

(define F1 (make-flight &#34;Canada&#34; &#34;Denmark&#34; 90 70))
(define F2 (make-flight &#34;Canada&#34; &#34;Canada&#34;  120 100))
(define F3 (make-flight &#34;Brazil&#34; &#34;Canada&#34;  250 180))

(@dd-template-rules compound
                    ref)

(define (fn-for-flight f)
  (... (flight-ori f)
       (flight-des f)
       (flight-cap f)
       (flight-loa f)))

(@htdd ListOfFlight)
;; ListOfFlight is one of:
;; - empty
;; - (cons Flight ListOfFlight)
;; interp. a list of flights

(define LOF1 empty)
(define LOF2 (cons F2 (cons F3 empty)))

(@dd-template-rules one-of
                    atomic-distinct
                    compound
                    ref
                    self-ref)

(define (fn-for-lof lof)
  (cond [(empty? lof) (...)]
        [else
         (... (fn-for-flight (first lof))
              (fn-for-lof (rest lof)))]))
My code looks like this:

(define (numberFlights lof)
  (cond [(empty? lof) 0]
        [else
         (&#43; 1
            (numberFlights (rest lof)))]))
No helper function is needed in front of first lof because we already know that if (first lof) is of data type Flight (which it has to be), then you add 1. Will I be penalized for deleting the helper function and if so, how can I revise my function accordingly?"	580
